timestamp,coin_id,symbol,name,current_price,market_cap,total_volume,price_change_24h,price_change_percentage_24h
2025-12-23 05:05:35.322494,bitcoin,btc,Bitcoin,87872.0,1754501951585,39934574049,-971.5643760327948,-1.09356
2025-12-23 05:05:35.322502,ethereum,eth,Ethereum,2979.05,359600116093,19899713875,-54.85991679252402,-1.80823
2025-12-23 05:05:35.322504,ripple,xrp,XRP,1.89,114345927443,2469712576,-0.038211438712688395,-1.9841
2025-12-23 05:05:35.322505,solana,sol,Solana,125.34,70511681051,3606196912,-1.1303573799446127,-0.89376
2025-12-23 05:05:35.322507,dogecoin,doge,Dogecoin,0.131861,22152518129,1013990644,-0.000597926935338888,-0.4514
2025-12-23 05:05:35.322508,cardano,ada,Cardano,0.366698,13441661133,522391274,-0.000432044927581643,-0.11768
2025-12-23 05:05:35.322509,chainlink,link,Chainlink,12.41,8791088526,490184217,-0.20613344967490121,-1.63331
2025-12-23 05:05:35.322514,litecoin,ltc,Litecoin,76.75,5883582004,420261711,-1.1299490948863422,-1.45096
2025-12-23 05:05:35.322595,polkadot,dot,Polkadot,1.77,2913765302,145757392,-0.049589282439544746,-2.728
