timestamp,coin_id,symbol,name,current_price,market_cap,total_volume,price_change_24h,price_change_percentage_24h
2025-12-23 05:42:17.240352,bitcoin,btc,Bitcoin,87706.0,1751449086448,39587601201,-1188.2072067451954,-1.33665
2025-12-23 05:42:17.240361,ethereum,eth,Ethereum,2972.3,358696331598,19995473087,-60.541099361992565,-1.99619
2025-12-23 05:42:17.240362,ripple,xrp,XRP,1.88,114097254715,2814061147,-0.036422123107656246,-1.89679
2025-12-23 05:42:17.240363,solana,sol,Solana,124.91,70258822258,3737572014,-1.466803723593216,-1.1607
2025-12-23 05:42:17.240364,dogecoin,doge,Dogecoin,0.130994,22009103486,1019964135,-0.001051529279844449,-0.79634
2025-12-23 05:42:17.240365,cardano,ada,Cardano,0.365134,13384092013,554834708,-0.001495957007588533,-0.40803
2025-12-23 05:42:17.240366,chainlink,link,Chainlink,12.35,8747890305,498208740,-0.22858954989248836,-1.81667
2025-12-23 05:42:17.240370,litecoin,ltc,Litecoin,76.61,5871670562,422085805,-1.5034795917072472,-1.92471
2025-12-23 05:42:17.240371,polkadot,dot,Polkadot,1.77,2910417139,168092901,-0.04603182290815533,-2.54035
